gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,monthly_to_total_ratio,avg_monthly_charge,charge_consistency,high_monthly_charge,service_count,has_premium_support,has_streaming,contract_value,auto_payment,has_family,is_senior_alone
Female,1,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0,49-72,0,0.018427656466534326,74.14537037037037,0.9953419833410342,1,3,0,0,0,1,0,1
Male,0,No,No,26,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),54.55,1362.85,0,25-48,0,0.03999706712615024,50.47592592592592,1.0807132112851745,0,5,1,1,1,1,0,0
Male,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,68.35,0,0-12,1,0.28334534967555874,17.0875,1.1499634235552305,0,1,0,0,0,0,0,0
Male,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,465.45,0,13-24,0,0.042448279558366386,19.39375,1.0209474701901387,0,1,0,0,1,0,1,0
Male,0,No,No,66,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.65,6844.5,0,49-72,0,0.015433496457526842,102.15671641791045,1.0341953393235446,1,7,1,1,2,1,0,0
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.8,8476.5,0,49-72,0,0.013659687407844293,116.11643835616438,0.9972748186161742,1,9,1,1,2,1,1,0
Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15,2656.3,0,25-48,0,0.025646332743762466,68.11025641025641,1.0005835184278884,0,6,1,1,0,1,0,0
Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,1,25-48,0,0.020870215193359295,103.73061224489797,1.0228417407728023,1,7,0,1,1,1,0,0
Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,0,13-24,0,0.052962740055807846,86.9857142857143,1.112826408277221,1,6,1,1,0,0,1,0
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,0,49-72,0,0.015847026489678964,78.91230769230769,1.0302575400152068,1,8,1,1,2,0,1,0
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,1,0-12,1,0.9883040935672515,42.25,2.0,1,4,0,1,0,0,0,0
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),54.75,3425.35,0,49-72,0,0.01597910312723452,54.37063492063492,1.0069773891719094,0,4,1,0,1,1,1,0
Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),102.65,7550.3,0,49-72,0,0.013593685855415625,103.42876712328767,0.9924704978610122,1,7,1,1,2,1,1,0
Female,1,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.55,646.85,1,0-12,0,0.13050860538704948,80.85625,1.0456829249439592,1,4,0,1,0,0,1,0
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,1,13-24,0,0.04724075603061611,106.65,0.9924988279418658,1,7,0,1,0,1,1,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.5,19.5,1,0-12,1,0.9512195121951219,9.75,2.0,0,1,0,0,0,0,0,0
Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,802.35,0,25-48,0,0.025082467168730936,19.103571428571428,1.0547765937558422,0,1,0,0,2,0,0,0
Female,0,Yes,Yes,24,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6,1846.65,0,13-24,0,0.04254052444997699,73.866,1.0640890260742424,1,7,1,1,2,1,1,0
Male,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.05,24.05,1,0-12,1,0.9600798403193613,12.025,2.0,0,2,0,0,0,0,0,0
Male,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,80.35,1747.2,0,13-24,0,0.045961560462189674,79.41818181818182,1.0117330586080584,1,4,1,0,0,0,1,0
Female,1,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,0,13-24,0,0.04086719236801959,96.91875,0.9812342812923195,1,5,1,1,0,0,1,0
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.9,3616.25,0,25-48,0,0.026235399820305483,92.72435897435898,1.0234635326650536,1,6,1,1,2,1,1,0
Male,0,Yes,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.75,1859.1,0,49-72,0,0.013305736250739207,25.46712328767123,0.9718412134903986,0,2,0,0,2,1,1,0
Female,0,No,No,60,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,One year,No,Electronic check,64.75,4039.5,0,49-72,0,0.01602524440044549,66.22131147540983,0.9777819037009531,0,6,1,0,1,0,0,0
Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,76.0,1130.85,1,13-24,0,0.06714670671908822,70.678125,1.0752973427068135,1,3,0,0,0,0,0,0
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.6,155.8,1,0-12,1,0.5140306122448979,51.93333333333334,1.5519897304236199,1,4,0,0,0,0,0,0
Male,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,0,0-12,1,0.2745991253644315,54.67999999999999,1.3780175566934896,1,3,1,0,0,0,0,1
Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,93.8,2939.8,0,25-48,0,0.03189608269858542,91.86875,1.021021838220287,1,5,0,1,1,0,1,0
Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.45,1422.1,1,13-24,0,0.06215304616681892,83.65294117647058,1.0573447718163282,1,5,0,1,0,0,0,0
Female,1,No,No,14,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,39.7,692.35,0,13-24,0,0.057258238984639796,46.156666666666666,0.8601141041380805,0,4,1,0,2,0,0,1
Female,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,387.7,0,13-24,0,0.051839464882943144,19.384999999999998,1.0394635027082797,0,1,0,0,2,0,1,0
Female,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.2,387.9,0,13-24,0,0.06479814862432502,24.24375,1.0394431554524362,0,2,0,0,2,0,1,0
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.9,111.05,0,0-12,1,0.4007139669790272,37.016666666666666,1.2129671319225575,0,2,0,0,0,1,0,0
Female,1,No,No,45,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,0,25-48,0,0.021407110665999003,34.70869565217391,0.9853438556933486,0,2,0,1,1,0,0,1
Male,0,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),115.8,7942.15,0,49-72,0,0.01457859917035433,118.53955223880597,0.9768891295178258,1,9,1,1,1,1,1,0
Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,0,25-48,0,0.03695176266324451,44.123333333333335,1.1093903452443907,0,3,0,0,0,1,0,0
Female,0,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,617.35,0,25-48,0,0.03291016414651896,20.578333333333333,0.9889041872519642,0,1,0,0,1,0,0,0
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,0,0-12,1,0.9520383693045563,9.925,2.0,0,1,0,0,0,0,0,0
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,1,0-12,1,0.9890770070999454,45.275,2.0,1,4,0,1,0,0,0,0
Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.05,1036.0,0,25-48,0,0.019334619093539056,21.142857142857142,0.9483108108108109,0,1,0,0,2,0,1,0
Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,1,25-48,0,0.030859148436221947,98.85441176470589,1.049523214471668,1,7,1,1,1,0,1,0
Male,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,7711.25,0,49-72,0,0.014904859152646764,108.60915492957747,1.058382233749392,1,9,1,1,2,1,0,0
Female,0,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.3,6388.65,0,49-72,0,0.013975726369988967,88.73124999999999,1.0064098048883567,1,9,1,1,2,1,1,0
Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,0,49-72,0,0.019204964776920495,101.22264150943397,1.0180528631076646,1,7,0,1,0,0,0,0
Male,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.7,117.8,0,0-12,1,0.16582491582491582,23.56,0.83616298811545,0,1,0,0,1,0,0,0
Male,0,No,No,52,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.0,5426.85,1,49-72,0,0.01934467606879335,102.3933962264151,1.025456756682053,1,7,1,1,1,1,0,0
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,111.15,7737.55,0,49-72,0,0.014363155888377022,108.97957746478873,1.019915864840938,1,8,1,1,2,0,0,0
Male,0,Yes,Yes,60,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),76.95,4543.95,0,49-72,0,0.016930879327605366,74.49098360655738,1.0330109266167102,1,6,1,1,2,1,1,0
Male,0,No,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.5,1328.15,0,49-72,0,0.015423390888913967,20.75234375,0.987840228889809,0,1,0,0,1,0,0,0
Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,0,25-48,0,0.03356496948639137,74.79666666666667,1.0073978341280805,1,6,1,1,1,1,0,0
Female,0,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.5,1167.6,0,49-72,0,0.01668663357864111,20.13103448275862,0.9686536485097638,0,1,0,0,2,1,1,0
Male,1,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.0,3919.15,0,49-72,0,0.018876828692779613,71.25727272727273,1.0384904890090962,1,3,0,0,0,1,1,0
Male,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Electronic check,89.75,5769.6,1,49-72,0,0.015552975427165286,87.41818181818182,1.026674292845258,1,6,1,0,1,0,1,0
Male,1,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,1,0-12,0,0.0826782839284023,40.534615384615385,1.0768573868488471,0,4,1,1,0,0,0,1
Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,0,13-24,0,0.049242779078844647,69.57608695652173,1.1332916731760663,1,4,0,0,0,0,0,0
Female,0,Yes,Yes,60,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),59.85,3590.2,0,49-72,0,0.016665738471820006,58.85573770491803,1.0168932092919616,0,6,1,1,2,1,1,0
Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),109.8,4860.35,0,25-48,0,0.02258631861519948,108.00777777777779,1.0165934552038431,1,8,1,1,1,1,0,1
Male,1,Yes,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.05,6871.9,1,49-72,0,0.014557173827641899,102.56567164179104,0.9754725767255054,1,6,1,1,0,1,1,0
Male,0,Yes,Yes,66,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),56.75,3708.4,0,49-72,0,0.015298970183857227,55.34925373134328,1.0253074102038615,0,5,0,1,2,1,1,0
Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,0,0-12,0,0.09098487555079195,69.89166666666667,1.0931203052342913,1,3,1,0,0,0,0,0
Female,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,1,0-12,1,0.9892125134843581,45.85,2.0,1,5,1,1,0,0,0,0
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.1,1873.7,1,13-24,0,0.04539392969541793,81.46521739130435,1.0446176015370656,1,4,0,1,0,0,1,0
Female,0,No,No,3,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.4,293.15,0,0-12,1,0.32432432432432434,73.2875,1.3017226675763263,1,5,0,1,0,0,0,0
Female,0,No,No,1,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,35.75,35.75,1,0-12,1,0.9727891156462585,17.875,2.0,0,2,0,1,0,0,0,0
Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,1,25-48,0,0.030419597302473803,91.33970588235294,1.0345993463315677,1,5,0,1,0,0,1,0
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.0,288.05,1,13-24,0,0.06919218128351497,18.003125,1.1109182433605276,0,1,0,0,0,0,1,0
Female,1,Yes,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.1,864.85,0,0-12,0,0.09020038112837096,72.07083333333334,1.0836561253396542,1,4,0,0,0,1,1,0
Male,0,Yes,Yes,46,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.0,3769.7,0,25-48,0,0.021216219800037128,80.2063829787234,0.997426850943046,1,4,0,0,0,1,1,0
Male,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,72.9,818.45,0,0-12,0,0.08896210873146623,68.20416666666667,1.0688496548353597,1,3,0,0,0,0,0,0
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.75,141.1,0,0-12,0,0.14602392681210416,17.6375,1.1764705882352942,0,1,0,0,0,0,0,0
Male,0,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,1,0-12,1,0.2045062526951272,77.13333333333334,1.2296888504753671,1,5,0,1,0,1,0,0
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,42.7,0,0-12,1,0.45881006864988555,14.233333333333334,1.4086651053864168,0,1,0,0,0,0,0,0
Female,0,Yes,No,63,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),79.7,4786.15,0,49-72,0,0.016648736722266903,74.78359375,1.0657417757487753,1,7,1,1,1,1,1,0
Male,0,Yes,Yes,14,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,65.45,937.6,1,13-24,0,0.06973151502237375,62.50666666666667,1.047088310580205,0,5,1,1,0,0,1,0
Male,0,No,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.1,1268.85,0,49-72,0,0.015041146592117182,18.12642857142857,1.0537100524096625,0,1,0,0,2,0,0,0
Female,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,84.3,1855.65,1,13-24,0,0.04540435731020925,80.6804347826087,1.0448629860156817,1,4,0,1,0,0,0,0
Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1363.25,0,49-72,0,0.014220267546270845,18.674657534246574,1.038841004951403,0,1,0,0,2,1,1,0
Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),83.85,2716.3,1,25-48,0,0.030857836823317258,79.89117647058823,1.0495527003644662,1,5,0,0,0,1,0,1
Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.3,593.2,0,25-48,0,0.032480646247054865,17.975757575757576,1.0736682400539448,0,1,0,0,1,0,1,0
Male,0,No,No,18,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),33.5,600.0,1,13-24,0,0.05574043261231281,31.57894736842105,1.0608333333333333,0,3,0,0,0,1,0,0
Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,0,49-72,0,0.014502727226385277,107.47671232876712,1.0588340258482245,1,9,1,1,2,1,0,1
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,107.45,7576.7,0,49-72,0,0.01417976430843132,103.7904109589041,1.0352594137289322,1,8,1,1,2,0,1,0
Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,415.4,0,13-24,0,0.04658981748318924,19.780952380952378,0.9807414540202215,0,1,0,0,0,0,0,0
Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.0,1210.3,0,49-72,0,0.017336745645174605,21.6125,0.97165991902834,0,1,0,0,2,0,1,0
Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.95,1004.5,0,25-48,0,0.01984087518647439,20.5,0.973170731707317,0,1,0,0,1,1,0,0
Female,1,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.75,4036.0,0,25-48,0,0.024708942283874165,100.9,0.9886025768087214,1,6,0,1,0,0,0,1
Male,1,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.7,2082.95,1,13-24,0,0.04640226492958085,90.56304347826087,1.0677644686622338,1,5,0,1,0,0,0,1
Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,0,0-12,1,0.5123751628310899,38.050000000000004,1.550591327201051,0,4,0,1,0,0,0,0
Male,0,No,No,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),63.75,226.2,0,0-12,1,0.2805897887323944,45.239999999999995,1.4091511936339525,0,5,1,1,0,1,0,0
Female,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,471.7,0,25-48,0,0.04241590861011212,18.142307692307693,1.1051515793936824,0,1,0,0,0,1,1,0
Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,1,13-24,0,0.04148240280081076,90.40833333333335,0.9960365010600054,1,5,1,1,0,1,0,0
Male,0,Yes,Yes,56,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,52.0,2884.9,0,49-72,0,0.018018642364600296,50.612280701754386,1.0274186280287012,0,5,1,1,1,0,1,0
Female,0,Yes,No,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1115.6,0,49-72,0,0.017821959519971342,19.23448275862069,1.0346002151308713,0,1,0,0,2,1,1,0
Male,0,Yes,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,75.4,3865.45,0,49-72,0,0.01950109273364456,72.93301886792453,1.0338252984775382,1,6,1,1,1,0,1,0
Female,0,Yes,No,28,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,92.35,2602.9,1,25-48,0,0.03546603172164829,89.7551724137931,1.0289100618540858,1,5,1,1,0,0,1,0
Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),76.75,5233.25,0,49-72,0,0.014663036729235326,75.84420289855072,1.0119428653322506,1,7,1,1,1,1,0,0
Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,86.35,4267.15,0,49-72,0,0.02023124773028127,82.06057692307692,1.0522714223779337,1,4,1,1,1,0,0,0
Male,0,No,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),65.6,4566.5,0,49-72,0,0.014362342638204706,62.554794520547944,1.0486806087813423,0,7,1,1,2,1,0,0
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.25,331.9,1,0-12,1,0.21102433163112047,55.31666666666666,1.269960831575776,0,2,0,0,0,0,0,1
Female,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.25,7511.65,0,49-72,0,0.014808356571915371,110.46544117647058,1.0071023010923035,1,8,1,1,1,0,1,0
Female,1,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.3,1096.25,1,13-24,0,0.06771474139895192,73.08333333333333,1.0166476624857468,1,3,0,0,0,0,0,1
